rank,word,count,occurrence_percentage,cumulative_percentage
1,"you",28787591,3.97004852,3.97004852
2,"i",27086011,3.73538647,7.70543500
3,"the",22761659,3.13902232,10.84445732
4,"to",17099834,2.35820950,13.20266682
5,"a",14484562,1.99754172,15.20020854
6,"'s",14291013,1.97084970,17.17105824
7,"it",13631703,1.87992536,19.05098360
8,"and",10572938,1.45809619,20.50907979
9,"that",10203742,1.40718099,21.91626078
10,"'t",9628970,1.32791515,23.24417593
11,"of",8915110,1.22946791,24.47364384
12,"is",7400675,1.02061471,25.49425855
13,"in",7337058,1.01184140,26.50609995
14,"what",6900164,0.95159008,27.45769002
15,"we",6755687,0.93166549,28.38935552
16,"me",6444985,0.88881710,29.27817262
17,"this",5739788,0.79156456,30.06973718
18,"he",5516364,0.76075253,30.83048971
19,"for",5174060,0.71354596,31.54403567
20,"my",4938948,0.68112206,32.22515773
21,"on",4821861,0.66497479,32.89013251
22,"have",4764010,0.65699665,33.54712917
23,"your",4610945,0.63588771,34.18301688
24,"do",4419883,0.60953867,34.79255555
25,"was",4401531,0.60700778,35.39956333
26,"'m",4386306,0.60490812,36.00447145
27,"no",4374975,0.60334548,36.60781694
28,"not",4262273,0.58780294,37.19561988
29,"be",4210868,0.58071376,37.77633364
30,"are",4203821,0.57974192,38.35607556
31,"don",4158644,0.57351164,38.92958720
32,"'re",4059719,0.55986906,39.48945626
33,"know",3892394,0.53679355,40.02624980
34,"can",3826118,0.52765353,40.55390334
35,"with",3806977,0.52501383,41.07891717
36,"but",3631462,0.50080885,41.57972602
37,"all",3544700,0.48884365,42.06856966
38,"so",3434152,0.47359816,42.54216782
39,"just",3334392,0.45984042,43.00200825
40,"there",3148528,0.43420823,43.43621648
41,"here",3138591,0.43283784,43.86905431
42,"they",3060204,0.42202762,44.29108193
43,"like",2983027,0.41138426,44.70246619
44,"'ll",2913428,0.40178598,45.10425217
45,"get",2883193,0.39761632,45.50186850
46,"she",2778359,0.38315884,45.88502734
47,"go",2738504,0.37766251,46.26268985
48,"if",2630800,0.36280923,46.62549907
49,"right",2576821,0.35536507,46.98086415
50,"out",2510010,0.34615128,47.32701543
51,"about",2487348,0.34302600,47.67004143
52,"up",2459855,0.33923449,48.00927592
53,"at",2431398,0.33531003,48.34458595
54,"him",2431059,0.33526328,48.67984923
55,"now",2298830,0.31702780,48.99687703
56,"oh",2298308,0.31695581,49.31383284
57,"one",2263956,0.31221839,49.62605123
58,"come",2203919,0.30393878,49.92999001
59,"well",2159909,0.29786944,50.22785945
60,"her",2154982,0.29718996,50.52504941
61,"how",2140365,0.29517416,50.82022357
62,"yeah",2000641,0.27590505,51.09612862
63,"'ve",1991871,0.27469560,51.37082422
64,"will",1969807,0.27165279,51.64247701
65,"got",1968389,0.27145723,51.91393424
66,"want",1950845,0.26903777,52.18297201
67,"think",1839473,0.25367864,52.43665066
68,"as",1792220,0.24716206,52.68381272
69,"see",1781493,0.24568272,52.92949544
70,"did",1742764,0.24034167,53.16983711
71,"good",1741730,0.24019907,53.41003618
72,"who",1734491,0.23920075,53.64923693
73,"why",1722797,0.23758805,53.88682499
74,"from",1709582,0.23576559,54.12259058
75,"let",1705262,0.23516983,54.35776041
76,"his",1666361,0.22980506,54.58756547
77,"yes",1634050,0.22534910,54.81291457
78,"when",1531731,0.21123846,55.02415303
79,"going",1520767,0.20972643,55.23387946
80,"time",1453708,0.20047844,55.43435790
81,"an",1449181,0.19985413,55.63421203
82,"okay",1428884,0.19705500,55.83126703
83,"back",1405024,0.19376451,56.02503154
84,"look",1348467,0.18596483,56.21099637
85,"us",1346903,0.18574914,56.39674551
86,"would",1340070,0.18480681,56.58155232
87,"them",1327509,0.18307455,56.76462687
88,"where",1322226,0.18234598,56.94697284
89,"were",1315964,0.18148239,57.12845524
90,"take",1312232,0.18096772,57.30942296
91,"then",1275502,0.17590235,57.48532531
92,"had",1274537,0.17576927,57.66109457
93,"or",1267646,0.17481894,57.83591351
94,"been",1265150,0.17447472,58.01038823
95,"our",1191941,0.16437859,58.17476682
96,"gonna",1188190,0.16386130,58.33862812
97,"tell",1176290,0.16222019,58.50084830
98,"really",1174710,0.16200229,58.66285059
99,"man",1173588,0.16184756,58.82469815
100,"some",1166914,0.16092716,58.98562531
101,"say",1153915,0.15913449,59.14475980
102,"hey",1149292,0.15849694,59.30325674
103,"could",1111837,0.15333158,59.45658832
104,"'d",1109205,0.15296861,59.60955692
105,"didn",1100643,0.15178784,59.76134476
106,"by",1090424,0.15037855,59.91172331
107,"need",1040131,0.14344273,60.05516603
108,"something",1038638,0.14323683,60.19840286
109,"has",1035310,0.14277787,60.34118073
110,"too",1022558,0.14101926,60.48220000
111,"more",1010390,0.13934119,60.62154119
112,"way",1000182,0.13793343,60.75947462
113,"down",978966,0.13500756,60.89448218
114,"make",963885,0.13292777,61.02740995
115,"very",945653,0.13041342,61.15782337
116,"never",930831,0.12836935,61.28619272
117,"only",887363,0.12237475,61.40856747
118,"people",885915,0.12217506,61.53074252
119,"over",880841,0.12147531,61.65221783
120,"because",880112,0.12137477,61.77359261
121,"little",869522,0.11991432,61.89350693
122,"please",842120,0.11613536,62.00964229
123,"love",830324,0.11450859,62.12415088
124,"should",823711,0.11359661,62.23774749
125,"mean",821275,0.11326066,62.35100815
126,"said",818878,0.11293010,62.46393825
127,"sorry",818019,0.11281163,62.57674988
128,"give",811919,0.11197039,62.68872027
129,"off",799351,0.11023716,62.79895743
130,"am",785830,0.10837250,62.90732993
131,"thank",773577,0.10668271,63.01401264
132,"any",767968,0.10590918,63.11992182
133,"two",764564,0.10543974,63.22536157
134,"even",744544,0.10267882,63.32804038
135,"much",738599,0.10185895,63.42989934
136,"doing",732145,0.10096889,63.53086823
137,"sure",709390,0.09783079,63.62869902
138,"thing",697528,0.09619492,63.72489394
139,"these",683128,0.09420904,63.81910298
140,"help",666286,0.09188639,63.91098936
141,"first",656387,0.09052123,64.00151060
142,"into",655747,0.09043297,64.09194357
143,"anything",640206,0.08828974,64.18023331
144,"still",639540,0.08819789,64.26843120
145,"find",626520,0.08640233,64.35483353
146,"life",624596,0.08613699,64.44097052
147,"nothing",622415,0.08583621,64.52680673
148,"sir",619500,0.08543421,64.61224094
149,"day",617674,0.08518239,64.69742332
150,"god",611924,0.08438942,64.78181274
151,"work",611677,0.08435535,64.86616809
152,"their",601171,0.08290649,64.94907458
153,"uh",592651,0.08173151,65.03080609
154,"again",590019,0.08136853,65.11217462
155,"maybe",581087,0.08013674,65.19231136
156,"must",580931,0.08011522,65.27242658
157,"before",578606,0.07979459,65.35222116
158,"other",577197,0.07960027,65.43182144
159,"wait",574752,0.07926309,65.51108452
160,"stop",574016,0.07916159,65.59024611
161,"call",572997,0.07902106,65.66926717
162,"after",572761,0.07898851,65.74825568
163,"won",571621,0.07883130,65.82708698
164,"talk",567036,0.07819899,65.90528596
165,"away",564268,0.07781726,65.98310322
166,"than",561014,0.07736850,66.06047172
167,"thought",558542,0.07702759,66.13749931
168,"home",556894,0.07680032,66.21429963
169,"night",556318,0.07672088,66.29102052
170,"put",552246,0.07615932,66.36717984
171,"great",545768,0.07526595,66.44244579
172,"those",528404,0.07287131,66.51531710
173,"last",527395,0.07273216,66.58804927
174,"better",520328,0.07175756,66.65980683
175,"everything",519795,0.07168406,66.73149089
176,"told",517951,0.07142976,66.80292065
177,"mr.",515685,0.07111726,66.87403790
178,"new",508486,0.07012445,66.94416236
179,"things",503642,0.06945643,67.01361878
180,"always",503417,0.06942540,67.08304418
181,"keep",498392,0.06873241,67.15177658
182,"long",496267,0.06843935,67.22021594
183,"years",481860,0.06645251,67.28666844
184,"leave",478282,0.06595907,67.35262751
185,"does",478174,0.06594418,67.41857169
186,"money",471643,0.06504350,67.48361519
187,"around",471463,0.06501867,67.54863386
188,"doesn",471037,0.06495992,67.61359379
189,"name",455543,0.06282317,67.67641696
190,"place",444863,0.06135031,67.73776727
191,"ever",444088,0.06124343,67.79901070
192,"feel",444014,0.06123323,67.86024393
193,"guys",442241,0.06098872,67.92123265
194,"father",437537,0.06034000,67.98157265
195,"guy",435832,0.06010486,68.04167751
196,"made",433900,0.05983842,68.10151593
197,"old",431911,0.05956412,68.16108005
198,"isn",429536,0.05923659,68.22031665
199,"which",422483,0.05826392,68.27858057
200,"big",417218,0.05753784,68.33611841
201,"lot",411660,0.05677134,68.39288975
202,"done",408760,0.05637141,68.44926116
203,"hello",405534,0.05592652,68.50518767
204,"nice",405497,0.05592141,68.56110908
205,"believe",403874,0.05569759,68.61680667
206,"girl",402557,0.05551596,68.67232263
207,"someone",401162,0.05532358,68.72764622
208,"fine",400530,0.05523642,68.78288264
209,"thanks",395690,0.05456895,68.83745158
210,"wanted",392510,0.05413040,68.89158198
211,"kind",392242,0.05409344,68.94567542
212,"coming",389949,0.05377721,68.99945263
213,"house",388585,0.05358911,69.05304174
214,"every",388520,0.05358014,69.10662188
215,"ok",388338,0.05355504,69.16017693
216,"through",388127,0.05352595,69.21370287
217,"being",386528,0.05330543,69.26700830
218,"course",381816,0.05265561,69.31966391
219,"stay",378726,0.05222947,69.37189338
220,"left",378587,0.05221030,69.42410368
221,"dad",378540,0.05220382,69.47630750
222,"enough",376973,0.05198772,69.52829521
223,"happened",375703,0.05181257,69.58010779
224,"came",374486,0.05164474,69.63175252
225,"may",373526,0.05151235,69.68326487
226,"mother",372846,0.05141857,69.73468344
227,"wrong",370949,0.05115696,69.78584039
228,"world",370620,0.05111158,69.83695198
229,"bad",369996,0.05102553,69.88797751
230,"might",367145,0.05063235,69.93860986
231,"three",366626,0.05056078,69.98917064
232,"today",366395,0.05052892,70.03969956
233,"listen",365791,0.05044562,70.09014518
234,"another",365421,0.05039460,70.14053978
235,"understand",365210,0.05036550,70.19090528
236,"hear",360665,0.04973871,70.24064399
237,"remember",358291,0.04941131,70.29005530
238,"ask",354323,0.04886409,70.33891940
239,"own",352542,0.04861848,70.38753787
240,"same",348167,0.04801513,70.43555300
241,"show",347408,0.04791046,70.48346346
242,"else",340756,0.04699309,70.53045655
243,"kill",339509,0.04682112,70.57727767
244,"talking",337629,0.04656185,70.62383952
245,"found",337382,0.04652779,70.67036730
246,"next",335573,0.04627831,70.71664562
247,"getting",331186,0.04567331,70.76231892
248,"care",330956,0.04564159,70.80796051
249,"car",330261,0.04554574,70.85350625
250,"looking",326550,0.04503396,70.89854022
251,"son",325997,0.04495770,70.94349792
252,"try",325748,0.04492336,70.98842128
253,"woman",324673,0.04477511,71.03319639
254,"went",321824,0.04438221,71.07757860
255,"hi",320316,0.04417424,71.12175284
256,"dead",317589,0.04379817,71.16555101
257,"many",314850,0.04342044,71.20897145
258,"mind",312927,0.04315524,71.25212669
259,"wasn",312240,0.04306050,71.29518718
260,"friend",308204,0.04250390,71.33769108
261,"best",307071,0.04234765,71.38003873
262,"mom",305139,0.04208121,71.42211994
263,"hell",304275,0.04196206,71.46408200
264,"morning",303550,0.04186207,71.50594407
265,"trying",303288,0.04182594,71.54777001
266,"boy",302508,0.04171837,71.58948838
267,"together",302404,0.04170403,71.63119241
268,"yourself",302013,0.04165011,71.67284252
269,"job",298911,0.04122232,71.71406483
270,"saw",297985,0.04109461,71.75515945
271,"family",294543,0.04061993,71.79577938
272,"real",294536,0.04061897,71.83639835
273,"without",290509,0.04006361,71.87646196
274,"baby",290496,0.04006182,71.91652378
275,"room",290206,0.04002182,71.95654560
276,"wouldn",288422,0.03977580,71.99632139
277,"already",287837,0.03969512,72.03601651
278,"move",283807,0.03913935,72.07515586
279,"most",283006,0.03902888,72.11418475
280,"seen",282420,0.03894807,72.15313282
281,"live",281046,0.03875858,72.19189140
282,"miss",280930,0.03874259,72.23063399
283,"actually",279595,0.03855848,72.26919247
284,"huh",274656,0.03787735,72.30706981
285,"shit",273312,0.03769200,72.34476182
286,"both",270720,0.03733454,72.38209636
287,"heard",269851,0.03721470,72.41931106
288,"once",269704,0.03719443,72.45650549
289,"ready",267268,0.03685848,72.49336397
290,"head",266844,0.03680001,72.53016398
291,"called",264588,0.03648889,72.56665287
292,"used",263566,0.03634795,72.60300081
293,"idea",263097,0.03628327,72.63928408
294,"knew",262988,0.03626824,72.67555232
295,"hold",262367,0.03618259,72.71173491
296,"happy",262141,0.03615143,72.74788634
297,"door",261118,0.03601035,72.78389668
298,"such",261104,0.03600842,72.81990510
299,"fuck",260121,0.03587285,72.85577795
300,"brother",259877,0.03583920,72.89161715
301,"also",259803,0.03582900,72.92744615
302,"pretty",259500,0.03578721,72.96323336
303,"bit",258929,0.03570847,72.99894183
304,"took",258808,0.03569178,73.03463361
305,"haven",258463,0.03564420,73.07027781
306,"yet",257947,0.03557304,73.10585084
307,"men",257319,0.03548643,73.14133728
308,"whole",257109,0.03545747,73.17679475
309,"start",256417,0.03536204,73.21215679
310,"use",256079,0.03531543,73.24747222
311,"while",255970,0.03530039,73.28277261
312,"since",254427,0.03508760,73.31786021
313,"wife",254038,0.03503396,73.35289417
314,"days",253171,0.03491439,73.38780856
315,"guess",250320,0.03452121,73.42232977
316,"tomorrow",248729,0.03430180,73.45663157
317,"matter",247812,0.03417534,73.49080691
318,"meet",247466,0.03412762,73.52493453
319,"bring",247343,0.03411066,73.55904519
320,"tonight",246514,0.03399633,73.59304152
321,"everyone",246032,0.03392986,73.62697138
322,"run",244200,0.03367721,73.66064860
323,"wanna",243109,0.03352676,73.69417535
324,"hard",242871,0.03349393,73.72766929
325,"ah",242456,0.03343670,73.76110599
326,"alone",240475,0.03316351,73.79426949
327,"myself",240460,0.03316144,73.82743093
328,"school",240176,0.03312227,73.86055320
329,"gone",240082,0.03310931,73.89366251
330,"um",238853,0.03293982,73.92660233
331,"end",237387,0.03273764,73.95933997
332,"saying",236600,0.03262911,73.99196908
333,"phone",235246,0.03244238,74.02441146
334,"play",233865,0.03225193,74.05666339
335,"looks",233814,0.03224490,74.08890829
336,"couldn",233368,0.03218339,74.12109168
337,"fucking",232845,0.03211126,74.15320295
338,"problem",232325,0.03203955,74.18524250
339,"few",231375,0.03190854,74.21715104
340,"friends",230464,0.03178290,74.24893394
341,"gotta",230351,0.03176732,74.28070126
342,"ago",229751,0.03168458,74.31238584
343,"open",229669,0.03167327,74.34405911
344,"anyone",228332,0.03148888,74.37554799
345,"killed",228297,0.03148406,74.40703205
346,"hope",226993,0.03130422,74.43833627
347,"face",225482,0.03109585,74.46943212
348,"until",225171,0.03105296,74.50048507
349,"lost",222398,0.03067054,74.53115561
350,"police",221380,0.03053015,74.56168576
351,"excuse",219855,0.03031984,74.59200559
352,"turn",218563,0.03014166,74.62214725
353,"business",215855,0.02976820,74.65191545
354,"case",215274,0.02968808,74.68160353
355,"wants",215149,0.02967084,74.71127437
356,"says",215090,0.02966270,74.74093707
357,"true",214773,0.02961899,74.77055605
358,"die",214062,0.02952093,74.80007699
359,"heart",213914,0.02950052,74.82957751
360,"soon",213279,0.02941295,74.85899046
361,"each",211943,0.02922870,74.88821916
362,"worry",211329,0.02914403,74.91736319
363,"later",208878,0.02880602,74.94616921
364,"year",208705,0.02878216,74.97495137
365,"watch",207949,0.02867790,75.00362926
366,"music",207205,0.02857529,75.03220456
367,"hand",206247,0.02844318,75.06064774
368,"having",206106,0.02842373,75.08907147
369,"probably",202736,0.02795898,75.11703045
370,"beautiful",200811,0.02769351,75.14472396
371,"doctor",198424,0.02736432,75.17208829
372,"sit",198149,0.02732640,75.19941468
373,"eat",197654,0.02725813,75.22667282
374,"thinking",195875,0.02701279,75.25368561
375,"young",194810,0.02686592,75.28055153
376,"second",193687,0.02671105,75.30726258
377,"working",193172,0.02664003,75.33390261
378,"water",193014,0.02661824,75.36052085
379,"person",192652,0.02656832,75.38708916
380,"part",192248,0.02651260,75.41360176
381,"kids",192050,0.02648529,75.44008706
382,"late",191989,0.02647688,75.46656394
383,"stuff",190629,0.02628933,75.49285326
384,"exactly",189513,0.02613542,75.51898868
385,"under",189347,0.02611253,75.54510121
386,"death",189000,0.02606467,75.57116589
387,"minute",188958,0.02605888,75.59722477
388,"pay",188822,0.02604013,75.62326489
389,"crazy",188767,0.02603254,75.64929744
390,"forget",188628,0.02601337,75.67531081
391,"everybody",188532,0.02600013,75.70131094
392,"kid",187858,0.02590718,75.72721812
393,"change",186962,0.02578362,75.75300174
394,"gave",186445,0.02571232,75.77871406
395,"happen",186041,0.02565660,75.80437066
396,"damn",184228,0.02540658,75.82977724
397,"five",183626,0.02532355,75.85510079
398,"drink",182580,0.02517930,75.88028009
399,"far",182287,0.02513890,75.90541899
400,"knows",181663,0.02505284,75.93047183
401,"its",180594,0.02490542,75.95537725
402,"whatever",180082,0.02483481,75.98021205
403,"eyes",179260,0.02472145,76.00493350
404,"shut",178378,0.02459981,76.02953331
405,"aren",178286,0.02458712,76.05412044
406,"hit",177770,0.02451596,76.07863640
407,"taking",177667,0.02450176,76.10313816
408,"easy",177337,0.02445625,76.12759441
409,"times",176522,0.02434385,76.15193826
410,"check",176507,0.02434179,76.17628005
411,"hands",176291,0.02431200,76.20059204
412,"minutes",175091,0.02414651,76.22473855
413,"deal",174929,0.02412417,76.24886271
414,"different",174657,0.02408665,76.27294937
415,"means",174311,0.02403894,76.29698831
416,"point",174205,0.02402432,76.32101263
417,"inside",174081,0.02400722,76.34501985
418,"makes",172281,0.02375898,76.36877883
419,"asked",171740,0.02368438,76.39246321
420,"somebody",171596,0.02366452,76.41612773
421,"mine",170636,0.02353213,76.43965985
422,"making",169037,0.02331161,76.46297146
423,"body",168798,0.02327865,76.48625011
424,"afraid",168774,0.02327534,76.50952545
425,"sleep",168103,0.02318280,76.53270825
426,"chance",167981,0.02316598,76.55587423
427,"dear",167351,0.02307910,76.57895333
428,"quite",166980,0.02302793,76.60198126
429,"four",166957,0.02302476,76.62500602
430,"anyway",166702,0.02298959,76.64799562
431,"close",166677,0.02298615,76.67098176
432,"ain",166551,0.02296877,76.69395053
433,"party",166137,0.02291168,76.71686221
434,"fun",165693,0.02285044,76.73971265
435,"against",165033,0.02275942,76.76247208
436,"word",164938,0.02274632,76.78521840
437,"comes",164503,0.02268633,76.80790474
438,"important",164386,0.02267020,76.83057493
439,"set",164165,0.02263972,76.85321465
440,"shall",164162,0.02263931,76.87585396
441,"story",164040,0.02262248,76.89847644
442,"number",163259,0.02251478,76.92099122
443,"daughter",163071,0.02248885,76.94348007
444,"least",162905,0.02246596,76.96594602
445,"waiting",162571,0.02241989,76.98836592
446,"hurt",161421,0.02226130,77.01062722
447,"wish",160204,0.02209347,77.03272068
448,"moment",159995,0.02206464,77.05478533
449,"fight",159911,0.02205306,77.07683839
450,"week",159444,0.02198866,77.09882704
451,"husband",159394,0.02198176,77.12080880
452,"girls",159061,0.02193584,77.14274464
453,"rest",158976,0.02192411,77.16466875
454,"married",157817,0.02176428,77.18643303
455,"fire",157532,0.02172497,77.20815800
456,"game",157501,0.02172070,77.22987870
457,"nobody",157014,0.02165354,77.25153224
458,"mr",156641,0.02160210,77.27313434
459,"children",156181,0.02153866,77.29467300
460,"side",155667,0.02146778,77.31614078
461,"stand",155391,0.02142971,77.33757049
462,"read",154667,0.02132987,77.35890036
463,"though",154479,0.02130394,77.38020430
464,"cut",154407,0.02129401,77.40149831
465,"started",154345,0.02128546,77.42278377
466,"sister",154095,0.02125098,77.44403475
467,"supposed",153117,0.02111611,77.46515086
468,"between",152520,0.02103378,77.48618464
469,"child",151864,0.02094331,77.50712795
470,"goes",151195,0.02085105,77.52797900
471,"hours",151156,0.02084567,77.54882467
472,"speak",150927,0.02081409,77.56963876
473,"women",150803,0.02079699,77.59043575
474,"behind",148469,0.02047511,77.61091086
475,"almost",148405,0.02046629,77.63137715
476,"truth",148389,0.02046408,77.65184123
477,"blood",147913,0.02039843,77.67223966
478,"able",147205,0.02030080,77.69254046
479,"lady",147121,0.02028921,77.71282967
480,"anymore",146903,0.02025915,77.73308881
481,"playing",146615,0.02021943,77.75330824
482,"gets",146064,0.02014344,77.77345169
483,"shot",144772,0.01996526,77.79341695
484,"reason",144399,0.01991382,77.81333077
485,"trouble",143235,0.01975330,77.83308407
486,"break",143107,0.01973565,77.85281972
487,"war",142825,0.01969676,77.87251648
488,"city",142573,0.01966200,77.89217848
489,"walk",142055,0.01959057,77.91176905
490,"town",141835,0.01956023,77.93132928
491,"trust",141327,0.01949017,77.95081945
492,"dr.",141231,0.01947693,77.97029638
493,"met",141208,0.01947376,77.98977014
494,"office",141140,0.01946438,78.00923452
495,"question",140970,0.01944094,78.02867546
496,"brought",140661,0.01939832,78.04807378
497,"yours",140553,0.01938343,78.06745721
498,"welcome",140327,0.01935226,78.08680947
499,"high",140078,0.01931792,78.10612739
500,"wow",139593,0.01925104,78.12537843
501,"couple",138996,0.01916871,78.14454713
502,"half",138527,0.01910403,78.16365116
503,"died",138432,0.01909093,78.18274209
504,"cool",138139,0.01905052,78.20179261
505,"free",137598,0.01897591,78.22076852
506,"either",137448,0.01895522,78.23972374
507,"seems",136699,0.01885193,78.25857567
508,"power",136611,0.01883979,78.27741546
509,"whoa",136564,0.01883331,78.29624878
510,"bye",136276,0.01879360,78.31504237
511,"buy",136137,0.01877443,78.33381680
512,"telling",136109,0.01877056,78.35258736
513,"honey",135631,0.01870464,78.37129201
514,"tried",135401,0.01867293,78.38996493
515,"front",135341,0.01866465,78.40862958
516,"team",134358,0.01852909,78.42715867
517,"answer",134088,0.01849185,78.44565052
518,"gun",133072,0.01835174,78.46400226
519,"boys",132594,0.01828582,78.48228808
520,"line",132433,0.01826361,78.50055169
521,"send",131999,0.01820376,78.51875545
522,"news",131599,0.01814860,78.53690405
523,"stupid",131497,0.01813453,78.55503858
524,"bed",131445,0.01812736,78.57316594
525,"hurry",130182,0.01795318,78.59111912
526,"full",129735,0.01789154,78.60901066
527,"months",129732,0.01789112,78.62690178
528,"save",129390,0.01784396,78.64474574
529,"sometimes",128779,0.01775970,78.66250544
530,"become",128716,0.01775101,78.68025645
531,"along",128220,0.01768261,78.69793905
532,"hate",128153,0.01767337,78.71561242
533,"food",127657,0.01760496,78.73321738
534,"outside",127251,0.01754897,78.75076635
535,"light",126657,0.01746706,78.76823341
536,"l",126518,0.01744789,78.78568129
537,"needs",126398,0.01743134,78.80311263
538,"dog",125769,0.01734459,78.82045722
539,"country",125731,0.01733935,78.83779657
540,"clear",125730,0.01733921,78.85513579
541,"order",125446,0.01730005,78.87243584
542,"em",125033,0.01724309,78.88967893
543,"fact",124995,0.01723785,78.90691678
544,"lord",124880,0.01722199,78.92413877
545,"captain",124874,0.01722116,78.94135994
546,"six",124087,0.01711263,78.95847257
547,"hot",123994,0.01709981,78.97557237
548,"funny",123924,0.01709015,78.99266252
549,"black",123718,0.01706174,79.00972427
550,"mrs.",123530,0.01703582,79.02676008
551,"alive",122833,0.01693969,79.04369978
552,"pick",122698,0.01692108,79.06062085
553,"feeling",122065,0.01683378,79.07745463
554,"living",121552,0.01676303,79.09421766
555,"cause",121264,0.01672332,79.11094098
556,"ahead",120295,0.01658968,79.12753066
557,"lose",118712,0.01637137,79.14390204
558,"king",118230,0.01630490,79.16020694
559,"plan",118129,0.01629097,79.17649791
560,"dinner",117970,0.01626905,79.19276696
561,"sighs",117410,0.01619182,79.20895877
562,"sort",117267,0.01617210,79.22513087
563,"leaving",117050,0.01614217,79.24127304
564,"shouldn",117029,0.01613927,79.25741231
565,"running",116973,0.01613155,79.27354386
566,"boss",116736,0.01609887,79.28964273
567,"alright",116629,0.01608411,79.30572684
568,"promise",115908,0.01598468,79.32171152
569,"taken",115236,0.01589200,79.33760352
570,"safe",114104,0.01573589,79.35333941
571,"ma",114026,0.01572513,79.36906455
572,"book",113963,0.01571645,79.38478099
573,"sent",113959,0.01571590,79.40049689
574,"white",112881,0.01556723,79.41606412
575,"hour",112782,0.01555358,79.43161770
576,"anybody",112582,0.01552600,79.44714369
577,"small",112316,0.01548931,79.46263300
578,"perfect",112229,0.01547731,79.47811032
579,"'cause",112193,0.01547235,79.49358267
580,"lives",110583,0.01525032,79.50883298
581,"special",110344,0.01521736,79.52405034
582,"parents",110206,0.01519833,79.53924866
583,"s",110199,0.01519736,79.55444602
584,"john",109966,0.01516523,79.56961125
585,"himself",109748,0.01513516,79.58474641
586,"perhaps",109240,0.01506511,79.59981152
587,"sounds",109140,0.01505131,79.61486283
588,"serious",108774,0.01500084,79.62986368
589,"sick",108596,0.01497629,79.64483997
590,"company",108073,0.01490417,79.65974413
591,"ha",107974,0.01489051,79.67463465
592,"scared",107906,0.01488114,79.68951578
593,"uncle",107826,0.01487010,79.70438589
594,"poor",107444,0.01481742,79.71920331
595,"red",106589,0.01469951,79.73390282
596,"past",106439,0.01467882,79.74858165
597,"earth",106394,0.01467262,79.76325426
598,"possible",106080,0.01462932,79.77788358
599,"shoot",106067,0.01462752,79.79251110
600,"touch",105846,0.01459704,79.80710815
601,"sound",105298,0.01452147,79.82162962
602,"top",105282,0.01451926,79.83614888
603,"ass",105009,0.01448162,79.85063050
604,"laughs",104913,0.01446838,79.86509887
605,"cannot",103913,0.01433047,79.87942934
606,"asking",102974,0.01420097,79.89363031
607,"win",102956,0.01419849,79.90782880
608,"glad",102848,0.01418360,79.92201240
609,"control",102782,0.01417449,79.93618689
610,"hmm",102607,0.01415036,79.95033725
611,"human",102595,0.01414870,79.96448596
612,"drive",102436,0.01412678,79.97861274
613,"hair",101852,0.01404624,79.99265897
614,"jack",101666,0.01402059,80.00667956
615,"bitch",101302,0.01397039,80.02064995
616,"luck",101228,0.01396018,80.03461014
617,"murder",101133,0.01394708,80.04855722
618,"happens",100847,0.01390764,80.06246486
619,"air",100137,0.01380973,80.07627459
620,"ten",100133,0.01380917,80.09008376
621,"daddy",100005,0.01379152,80.10387528
622,"finally",99904,0.01377759,80.11765288
623,"chuckles",99607,0.01373663,80.13138951
624,"fast",99084,0.01366451,80.14505402
625,"cold",99032,0.01365734,80.15871136
626,"seem",98575,0.01359431,80.17230567
627,"laughing",98420,0.01357294,80.18587861
628,"words",98242,0.01354839,80.19942700
629,"hospital",98076,0.01352550,80.21295250
630,"street",98007,0.01351598,80.22646848
631,"hang",97778,0.01348440,80.23995288
632,"dance",97339,0.01342386,80.25337674
633,"meeting",97328,0.01342234,80.26679908
634,"till",97044,0.01338318,80.28018225
635,"others",96631,0.01332622,80.29350847
636,"catch",96609,0.01332319,80.30683166
637,"follow",96529,0.01331215,80.32014381
638,"sense",96442,0.01330015,80.33344397
639,"sex",96431,0.01329864,80.34674260
640,"lie",95930,0.01322955,80.35997215
641,"evening",95321,0.01314556,80.37311771
642,"master",95131,0.01311936,80.38623707
643,"known",95125,0.01311853,80.39935560
644,"dream",95089,0.01311356,80.41246916
645,"write",94964,0.01309633,80.42556549
646,"million",94514,0.01303427,80.43859976
647,"voice",94104,0.01297773,80.45157748
648,"sweet",94057,0.01297124,80.46454872
649,"rather",94057,0.01297124,80.47751997
650,"felt",93826,0.01293939,80.49045935
651,"sign",92512,0.01275818,80.50321753
652,"lucky",92377,0.01273956,80.51595709
653,"somewhere",92265,0.01272411,80.52868120
654,"bet",91573,0.01262868,80.54130988
655,"o",91243,0.01258317,80.55389305
656,"jesus",91143,0.01256938,80.56646243
657,"longer",91035,0.01255448,80.57901691
658,"calling",90868,0.01253145,80.59154836
659,"worked",90771,0.01251808,80.60406644
660,"quiet",90552,0.01248787,80.61655432
661,"looked",90441,0.01247257,80.62902688
662,"less",90011,0.01241327,80.64144015
663,"pull",89880,0.01239520,80.65383535
664,"beat",89787,0.01238237,80.66621773
665,"careful",89667,0.01236583,80.67858355
666,"coffee",89650,0.01236348,80.69094703
667,"return",89451,0.01233604,80.70328307
668,"secret",89236,0.01230639,80.71558946
669,"weeks",88925,0.01226350,80.72785296
670,"weren",88427,0.01219482,80.74004778
671,"date",88407,0.01219206,80.75223984
